src,trg
write a Python program to multiply two numbers and print it,"num1  =  1 . 5
num2  =  6 . 3
product  =  num1  *  num2
print ( f'product :   { product } ' ) "
"Write a Python program to find those numbers which are divisible by 7 and multiple of 5, between 1500 and 2700 and print the result.","nl  =   [  ] 
for x in range ( 1500 ,  2700 )  : 
    if  ( x % 7 =  = 0 )  and  ( x % 5 =  = 0 )  : 
        nl . append ( str ( x )  ) 
print ( "" \ n"" . join ( nl )  ) "
"Write a python program to Convert a list of characters into a string and print it : Example :   Input ['a', 'b', 'c', 'd']  Output abcd","s  =   [ 'a' , 'b' , 'c' , 'd' ] 
x  =  """" . join ( s ) 
print ( x ) "
"Write a Python program to find common items from two lists. Example:   input  color1 = ""Red"", ""Green"", ""Orange"", ""White""  color2 = ""Black"", ""Green"", ""White"", ""Pink""  output  {'Green', 'White'}","color1  =  ""Red"" ,  ""Green"" ,  ""Orange"" ,  ""White""
color2  =  ""Black"" ,  ""Green"" ,  ""White"" ,  ""Pink""
print ( set ( color1 )   &  set ( color2 )  ) "
Write a Python program to Calculate the sum of the digits of a random three-digit number and print the result.,"import random 
n  =  random (  )   *  900  +  100 
n  =  int ( n )  
print ( n )  
a  =  n  /  /  100 
b  =   ( n  /  /  10 )   %  10 
c  =  n  %  10 
print ( a  +  b  +  c ) "
Write a Python program to find the greatest common divisor (GCD)(Euclidean algorithm) and print the result.,"a  =  int ( input (  )  ) 
b  =  int ( input (  )  ) 
while a  !  =  0 and b  !  =  0 : 
    if a  >  b : 
        a  %  =  b
    else : 
        b  %  =  a
gcd  =  a  +  b
print ( gcd ) "
"Write a program to Expand and print a string like ""a-z""  Example: enter first string :b   enter last string: e  Output : bcde","first  =  input ( ""The first :  "" ) 
last  =  input ( ""The last :  "" ) 
while first  <  =  last : 
    print ( first ,  end = '' ) 
    first  =  chr ( ord ( first )   +  1 ) 
print (  ) "
"Write a Python program to generate all permutations of a list in Python. Example:  Input [1,2,3]  Output [(1, 2, 3), (1, 3, 2), (2, 1, 3), (2, 3, 1), (3, 1, 2), (3, 2, 1)]","import itertools
print ( list ( itertools . permutations (  [ 1 , 2 , 3 ]  )  )  ) "
"Write a python program to swap cases in a string and print. In other words, convert all lowercase letters to uppercase letters and vice versa and print the result  Example:input:InDiAaa  Output: iNdIaAA","s  =  input (  ) 
print ( s . swapcase (  )  ) "
Write a python program to print all the values in a dictionary.,"d  =    { 'a' : 1 , 'b' : 2 , 'c' : 3 , 'd' : 4 } 
print ( d . values (  )  ) "
Write a python program to print all the keys in a dictionary.,"d  =    { 'a' : 1 , 'b' : 2 , 'c' : 3 , 'd' : 4 } 
print ( d . keys (  )  ) "
Write a python program to print a given string without spaces,"s  =  ""I love India   now I will be printed without any space""
for i in s : 
    if i =  = ' ' :  continue
    print ( i , end = '' ) "
Write a python program to print only upto the letter 't' in a given string.,"s  =  ""hi i love python""
i = 0
while s [ i ]  !  = 't' : 
    print ( s [ i ]  , end = '' ) 
    i +  = 1"
Write a python program to print the length of a given string.,"sample _ str  =  ""Python is good for datascience""
print ( len ( sample _ str )  ) "
Write a python program to turn every item of a list into its square.,"sample _ list  =   [ 1 ,  2 ,  3 ,  4 ,  5 ,  6 ,  7 ] 
square _ list  =    [ x  *  x for x in sample _ list ] 
print ( square _ list ) "
Write a python program to print a new set with all items from both sets by removing duplicates,"set1  =   { 10 ,  20 ,  30 ,  40 ,  50 } 
set2  =   { 30 ,  40 ,  50 ,  60 ,  70 } 
print ( set1 . union ( set2 )  ) "
write a list comprehension in python to get a list of even numbers when a range is given,"N  =  20
number _ list  =   [  x for x in range ( N )  if x  %  2  =  =  0 ] 
print ( f'List of Even Numbers : ' ,  number _ list ) "
write a list comprehension in python to get a list of odd numbers when a range is given,"N  =  20
number _ list  =   [  x for x in range ( N )  if x  %  2  !  =  0 ] 
print ( f'List of Odd Numbers : ' ,  number _ list ) "
write a python function to display the Fibonacci series,"def recur _ fibo ( n )  : 
   if n  <  =  1 : 
       return n
   else : 
       return ( recur _ fibo ( n - 1 )   +  recur _ fibo ( n - 2 )  ) "
write a python lambda function to get remainder when divisor and divident are given,"remainder  =  lambda Divident ,  Divisor :  Divident  %  Divisor
print ( remainder ( 5 , 2 )  ) "
write a python function to convert degree celsius to degree fahrenheit,"def fahrenheit ( celsius )  : 
    return  ( celsius  *  1 . 8 )   +  32"
write a python function to convert degree fahrenheit to degree celsius," def celsius ( fahrenheit )  : 
    return  ( fahrenheit  -  32 )   /  1 . 8"
write a python function to get the factorial of a given number,"def factorial ( n )  : 
    if n  =  =  1 : 
        return n
    else : 
        return n * factorial ( n - 1 ) "
write a python program to remove punctuations in a string," punctuations  =  ''' !  (  )  -  [  ]  {  }  ;  : '"" \  ,  <  >  .  /  ?  @  #  $  %  ^  &  *  _  ~ '''
 string  =  '' . join ( e for e in d if e not in punctuations ) "
write a python program to print the ASCII value of a character," c  =  'p'
 print ( ""The ASCII value of '""  +  c  +  ""' is"" ,  ord ( c )  ) "
write a python program to swap two numbers," a  =  1
 b  =  2
 a ,  b  =  b ,  a"
write a python lambda function to add three numbers," x  =  lambda a ,  b ,  c  :  a  +  b  +  c
 print ( x ( 5 ,  6 ,  2 )  ) "
write a python program to convert a list of values in kilometers to feet," kilometer  =   [ 39 . 2 ,  36 . 5 ,  37 . 3 ,  37 . 8 ] 
 feet  =  map ( lambda x :  float ( 3280 . 8399 )  * x ,  kilometer ) 
 print ( list ( feet )  ) "
write a python list comprehension to flatten a list of lists," list _ of _ list  =   [  [ 1 , 2 , 3 ]  ,  [ 4 , 5 , 6 ]  ,  [ 7 , 8 ]  ]  ` 
 flatten  =   [ y for x in list _ of _ list for y in x ] "
write a python list comprehension to transpose a 2D matrix (provided as list)," matrix  =   [  [ 1 , 2 , 3 ]  ,  [ 4 , 5 , 6 ]  ,  [ 7 , 8 , 9 ]  ] 
 matrixT  =   [  [ row [ i ]  for row in matrix ]  for i in range ( len ( matrix [ 0 ]  )  )  ] "
write a python list comprehension to print numbers in a given string," string  =  ""Hello 12345 World""
 numbers  =   [ x for x in string if x . isdigit (  )  ] 
 print  ( numbers ) "
write a python function to linearly search an array for a given number and return its index else return -1,"def search ( arr ,  n ,  x )  :  
    for i in range ( 0 ,  n )  :  
        if  ( arr [ i ]   =  =  x )  :  
            return i 
    return  - 1"
write a python function to obtain the square root of a number," def squareRoot ( n )  :  
        x  =  n 
        y  =  1
        e  =  0 . 000001
        while ( x  -  y  >  e )  :   
            x  =   ( x  +  y )  / 2
            y  =  n  /  x   
        return x "
write a dictionary comprehension in python so that the values are square of the key number,"  square _ dict  =   { num :  num * num for num in range ( 1 ,  11 )  } 
  print ( square _ dict ) "
write a python program to get indexes for each element in a list using enumerate,"  l1  =   [ ""eat"" , ""sleep"" , ""repeat"" ]  
  for ele in enumerate ( l1 )  :  
      print  ( ele )  "
write a python program to get indexes starting at a specified number for each element in a list using enumerate,"  l1  =   [ ""eat"" , ""sleep"" , ""repeat"" ]  
  for count , ele in enumerate ( l1 , 100 )  :  
      print  ( count , ele  ) "
write a python program to demonstarate working of map,"  def addition ( n )  :  
    return n  +  n   
  numbers  =   ( 1 ,  2 ,  3 ,  4 )  
  result  =  map ( addition ,  numbers )  
  print ( list ( result )  )  "
write a python function to calculate simple interest,"  def simple _ interest ( p , t , r )  :   
    si  =   ( p  *  t  *  r )  / 100    
    return si "
write a python function to calculate compound interest," 
 def compound _ interest ( principle ,  rate ,  time )  :  
    Amount  =  principle  *   ( pow (  ( 1  +  rate  /  100 )  ,  time )  )  
    CI  =  Amount  -  principle 
    print ( ""Compound interest is"" ,  CI )  "
write a python function to convert a list of characters to a string," def convert ( s )  :  
     str1  =  """" 
     return ( str1 . join ( s )  )  "
write a python function to find the sum of digits in a number until one digit (no more than one digit)," def digSum ( n )  :  
    sum  =  0
    while ( n  >  0 or sum  >  9 )  :  
        if ( n  =  =  0 )  :  
            n  =  sum
            sum  =  0         
        sum  +  =  n  %  10
        n  =  int ( n / 10 )     
    return sum"
write a python function to get the sum of numbers in a given digit," def getSum ( n )  :      
    sum  =  0
    for digit in str ( n )  :    
      sum  +  =  int ( digit )         
    return sum"
write a python function to find the largest number in an array," def largest ( arr , n )  :  
    max  =  arr [ 0 ]  
    for i in range ( 1 ,  n )  :  
        if arr [ i ]   >  max :  
            max  =  arr [ i ]  
    return max"
write a python function to find the nth catalan number,"def catalan ( n )  :  
    if n  <  =  1 :  
        return 1
    res  =  0
    for i in range ( n )  :  
        res  +  =  catalan ( i )   *  catalan ( n - i - 1 )  
    return res "
write a python program to add two hexadecimal numbers," a  =  ""B""
 b  =  ""C""
 sum  =  hex ( int ( a ,  16 )   +  int ( b ,  16 )  )  
 print ( sum [ 2 :  ]  )  "
write a python program to add two octal numbers," a  =  ""123""
 b  =  ""456""
 sum  =  oct ( int ( a ,  8 )   +  int ( b ,  8 )  )  
 print ( sum [ 2 :  ]  )  "
write a python program to add two binary numbers," a  =  ""1101""
 b  =  ""100""
 sum  =  bin ( int ( a ,  2 )   +  int ( b ,  2 )  )   
 print ( sum [ 2 :  ]  )  "
write s python program to print the union of two sets," A  =   { 1 ,  2 ,  3 ,  4 ,  5 } 
 B  =   { 4 ,  5 ,  6 ,  7 ,  8 } 
 print ( A  |  B ) "
write s python program to print the intersection of two sets," A  =   { 1 ,  2 ,  3 ,  4 ,  5 } 
 B  =   { 4 ,  5 ,  6 ,  7 ,  8 } 
 print ( A  &  B ) "
write s python program to print the difference of two sets," A  =   { 1 ,  2 ,  3 ,  4 ,  5 } 
 B  =   { 4 ,  5 ,  6 ,  7 ,  8 } 
 print ( A  -  B ) "
write s python program to print the symmetric difference of two sets," A  =   { 1 ,  2 ,  3 ,  4 ,  5 } 
 B  =   { 4 ,  5 ,  6 ,  7 ,  8 } 
 print ( A  ^  B ) "
write a python function to calculate nPr," def nPr ( n ,  r )  :   
    def fact ( n )  :   
        if  ( n  <  =  1 )  :  
            return 1
        return n  *  fact ( n  -  1 ) 
    return int ( fact ( n )   / 
                fact ( n  -  r )  ) "
write a python function to calculate the volume of ellipsoid," def volumeOfEllipsoid ( r1 ,  r2 ,  r3 )  :  
    return 1 . 33  *  22  *  r1  *  r2  *  r3 / 7"
write a python function to calculate the area of tetraheadron," def area _ of _ tetrahedron ( side )  :  
    return  ( 1 . 73205  *  
            ( side  *  side )  )  ; "
write a python function to find the volume of tetraheadron," def vol _ tetra ( side )  :  
    volume  =   ( side  *  *  3  /   ( 6  *  1 . 414 )  )  
    return round ( volume ,  2 ) "
write a python function to determing the volume of a cube whose space diagonal measure is given,"  def CubeVolume ( d )  :  
    Volume  =   ( 1 . 73205  *  pow ( d ,  3 )  )   /  9
    return Volume"
write a python function to print Floyd's triangle,"  
  def loydTriangle ( n )  :    
    val  =  1
    for i in range ( 1 ,  n  +  1 )  :  
        for j in range ( 1 ,  i  +  1 )  :  
            print ( val ,  end  =  "" "" )  
            val  +  =  1       
        print ( """" )  "
write a python function to find the area of a circumscribed circle of an equilateral triangle,"  
   def area _ cicumscribed ( a )  :  
    return  ( a  *  a  *   ( 3 . 14159265  /  3 )  )  "
write a python function to find the side of a octogon inscribed in a square,"  
  def octaside ( a )  :  
    if a  <  0 :  
        return  - 1
    s  =  a  /   ( 1 . 414  +  1 )  
    return s "
write a python program to find the area of enneagon," 
  length  =  6
  Nonagon _ area  =  6 . 1818  *   ( length  *  *  2 )   
  print ( ""Area of regular Nonagon is  =  "" ,  Nonagon _ area )  "
write a python function to find the nth pronic number," 
 def findRectNum ( n )  :  
    return n *  ( n  +  1 )  "
write a python function to find the sum of N pronic numbers," 
 def calculateSum ( N )  :  
    return  ( N  *   ( N  -  1 )   /  /  2  +  
            N  *   ( N  -  1 )   *   ( 2  *  
                 N  -  1 )   /  /  6 )  ;  "
write a python function to find the sum of first N even numbers,"  
  def evensum ( n )  :  
    curr  =  2
    sum  =  0
    i  =  1 
    while i  <  =  n :  
        sum  +  =  curr  
        curr  +  =  2
        i  =  i  +  1
    return sum"
write a python function to check whether a number can be written as a sum of 3 primes (Goldbach Weak Coonjecture)," 
 def check ( n )  :  
  if n  %  2  =  =  1 and n  >  5 :  
    print ( 'YES' )  
  else :  
    print ( 'NO' )  "
write a python function to find the nth perrin number," 
 def per ( n )  :  
    if  ( n  =  =  0 )  :  
        return 3 ;  
    if  ( n  =  =  1 )  :  
        return 0 ;  
    if  ( n  =  =  2 )  :  
        return 2 ;  
    return per ( n  -  2 )   +  per ( n  -  3 )  ;  "
write a python function to implement linear extrapolation," 
 def extrapolate ( d ,  x )  :  
    y  =   ( d [ 0 ]  [ 1 ]   +   ( x  -  d [ 0 ]  [ 0 ]  )   /  
         ( d [ 1 ]  [ 0 ]   -  d [ 0 ]  [ 0 ]  )   *  
         ( d [ 1 ]  [ 1 ]   -  d [ 0 ]  [ 1 ]  )  )  ;     
    return y ;   "
write a python function to print the collatz sequence," 
 def printCollatz ( n )  :  
    while n  !  =  1 :  
        print ( n ,  end  =  ' ' )  
        if n  &  1 :  
            n  =  3  *  n  +  1
        else :  
            n  =  n  /  /  2  
    print ( n )  "
write a python function to find the sum of two numbers without using arithematic operators," 
 def Add ( x ,  y )  :  
    while  ( y  !  =  0 )  :  
        carry  =  x  &  y 
        x  =  x  ^  y 
        y  =  carry  <  <  1     
    return x "
write a python function to subtract two numbers without using arithemmatic operators,"  
  def subtract ( x ,  y )  :   
    while  ( y  !  =  0 )  :  
        borrow  =   (  ~ x )   &  y 
        x  =  x  ^  y 
        y  =  borrow  <  <  1
    return x "
write a python function to check whether the number is a perfect square without finding square root," 
 def isPerfectSquare ( n )   : 
    i  =  1
    while ( i  *  i <  =  n )  : 
        if  (  ( n  %  i  =  =  0 )  and  ( n  /  i  =  =  i )  )  : 
            return True          
        i  =  i  +  1
    return False"
write a python function to find the square root of a number using babylonian method," 
 def squareRoot ( n )  :  
        x  =  n 
        y  =  1
        e  =  0 . 000001
        while ( x  -  y  >  e )  :  
            x  =   ( x  +  y )  / 2
            y  =  n  /  x 
        return x "
write a python function to check whether the given number is a Buzz number or not," 
 def isBuzz ( num )   :  
    return  ( num  %  10  =  =  7 or num  %  7  =  =  0 )   "
write a python function to print two composite numbers whose difference is N," 
 def find _ composite _ nos ( n )   :   
    print ( 9  *  n ,  8  *  n )  ;   "
write a python function to return count of number of vowels in a sentence,"def count _ vowels ( sentence )  : 
   count  =  0
   for letter in sentence : 
      if letter in ""aeiouAEIOU"" : 
         count  +  =  1
   return count"
write a python function to check if a given string is a palindrome,"def is _ palindrome ( string )  : 
   return string  =  =  string [  :  :  - 1 ] "
write a program to print the nth fibonacci number,"n1  =  1
n2  =  1
n  =  5
for  _  in range ( n )  : 
   n1 ,  n2  =  n2 ,  n1  +  n2
print ( n2 ) "
write a function to return the square of first N numbers,"def get _ squares ( n )  : 
   return  [ i * i for i in range ( n )  ] "
write a python function to return only even numbers in a list,"def filter _ even ( nums )  : 
   return list ( filter ( lambda num :  num  %  2  =  =  0 ,  nums )  ) "
write a python function to return only odd numbers in a list,"def filter _ odd ( nums )  : 
   return list ( filter ( lambda num :  num  %  2  =  =  1 ,  nums )  ) "
write a python program to calculate the sum of numbers using reduce and print it,"from functools import reduce
nums  =   [ 1 ,  2 ,  3 ,  4 ,  5 ,  10 ,  20 ,  30 ,  40 ,  50 ] 
total _ sum  =  reduce ( lambda a ,  b :  a  +  b ,  nums ) 
print ( f'Sum :   { total _ sum } ' ) "
write a python program to print unique numbers in a list,"numbers  =   [ 1 ,  2 ,  2 ,  3 ,  4 ,  4 ,  5 ,  6 ] 
unique  =  set ( numbers ) 
print ( f'Unique numbers :   { list ( unique )  } ' ) "
write a python function to repeat a given string n times,"def repeat _ string ( string ,  frequency )  : 
   return string  *  frequency"
write a program to capitalize the first letter of every word in a string and print it,"string  =  'The quick brown fox jumps over the lazy dog'
print ( string . title (  )  ) "
write a function that merges two dictionaries,"def merge _ dictionaries ( dict1 ,  dict2 )  : 
   return  {  *  * dict1 ,   *  * dict2 } "
write a program to merge two lists into a dictionary,"keys  =   [ 1 ,  2 ,  3 ] 
values  =   [ 'aye' ,  'bee' ,  'sea' ] 
dictionary  =  dict ( zip ( keys ,  values )  ) "
write a python function that inverts the key and values in a dict and returns it,"def invert _ dict ( dictionary )  : 
   inverted _ dict  =   { value :  key for key ,  value in dictionary . items (  )  } 
   return inverted _ dict"
write a python program to print the difference in days between two dates,"from datetime import date
date1  =  date ( 2020 ,  10 ,  25 ) 
date2  =  date ( 2020 ,  12 ,  25 ) 
print ( f'Difference between dates :   {  ( date2  -  date1 )  . days } ' ) "
write a python function that returns the weighted average of numbers,"def get _ weighted _ average ( numbers ,  weightage )  : 
   return sum ( x  *  y for x ,  y in zip ( numbers ,  weightage )  )   /  sum ( weightage ) "
write a python program to print all prime numbers in a given interval,"lower  =  900
upper  =  1000
for num in range ( lower ,  upper  +  1 )  : 
   if num  >  1 : 
      for i in range ( 2 ,  num )  : 
         if  ( num  %  i )   =  =  0 : 
               break
      else : 
         print ( num ) "
write a python function to return words in a sentence in sorted order,"def get _ sorted _ words ( sentence )  : 
   words  =   [ word for word in sentence . split (  )  ] 
   words . sort (  ) 
   return words"
write a python function to return the nth fibonacci number,"def fib ( n )  : 
   if n  <  =  1 : 
      return n
   else : 
      return  ( fib ( n - 1 )   +  fib ( n - 2 )  ) "
write a python function to return the sum of first n numbers,"def sum _ of _ nums ( n )  : 
   if n  <  =  1 : 
      return n
   else : 
      return n  +  sum _ of _ nums ( n - 1 ) "
write a python function to return the factorial of a number,"def fact ( n )  : 
   if n  =  =  1 : 
      return n
   else : 
      return n  *  fact ( n - 1 ) "
write a python program to print the factors of a number,"num  =  320
for i in range ( 1 ,  num  +  1 )  : 
   if num  %  i  =  =  0 : 
      print ( i ) "
write a python function that returns the gcd of two numbers,"def gcd ( x ,  y )  : 
   if x  >  y : 
      smaller  =  y
   else : 
      smaller  =  x
   for i in range ( 1 ,  smaller  +  1 )  : 
      if (  ( x  %  i  =  =  0 )  and  ( y  %  i  =  =  0 )  )  : 
         gcd  =  i
   return gcd"
write a python program to print the ASCII value of a character,"character  =  'x'
print ( f'The ASCII value of  { character }  is  { ord ( character )  } ' ) "
write a python program to print the character of an ASCII value,"value  =  65
print ( f'The ASCII value  { value }  is of the character  { chr ( value )  } ' ) "
write a python function to print the binary value of a decimal number,"def print _ binary ( dec )  : 
   print ( bin ( dec )  ) "
write a python function to print the octal value of a decimal number,"def print _ octal ( dec )  : 
   print ( oct ( dec )  ) "
write a python function to print the hexadecimal value of a decimal number,"def print _ hexadecimal ( dec )  : 
   print ( hex ( dec )  ) "
write a python program that prints the sum of natural numbers up to a given number,"num  =  16
sum  =  0
while  ( num  >  0 )  : 
   sum  +  =  num
   num  -  =  1
print ( f'The sum is  { sum } ' ) "
write a python function to return the number of lines in a file,"def count _ lines ( filename )  : 
   with open ( filename ,  'r' )  as f : 
      contents  =  f . read (  )  . split ( ' \ n' ) 
      return len ( contents ) "
write a program to print the current date and time,"from datetime import datetime
now  =  datetime . now (  ) 
print ( now ) "
write a python program to extract the file name and extension of a file,"import os
filename ,  extension  =  os . path . splitext ( ' / path / to / some / file . ext' ) "
write a python program to merge two lists,"odd  =   [ 1 ,  3 ,  5 ,  7 ,  9 ] 
even  =   [ 2 ,  4 ,  6 ,  8 ,  10 ] 
odd . extend ( even ) "
write a python program to print a random vowel,"import random
vowels  =   [ 'a' ,  'e' ,  'i' ,  'o' ,  'u' ] 
print ( random . choice ( vowels )  ) "
write a python program to flip a coin 100 times and print number of heads and tails,"import random
heads  =  0
tails  =  0
for i in range ( 100 )  : 
   if ( random . choice (  [ True ,  False ]  )  )  : 
      heads  +  =  1
   else : 
      tails  +  =  1
print ( f' { heads }  heads ,   { tails }  tails' ) "
write a python program to print common elements in two lists,"list _ a  =   [ 1 ,  2 ,  3 ,  4 ,  5 ,  6 ,  7 ] 
list _ b  =   [ 2 ,  4 ,  6 ,  8 ,  10 ] 
print ( f'Common elements :   {  set ( list _ a )  . intersection ( set ( list _ b )  )   } ' ) "
write a python program to print squares of numbers until 20,"for i in range ( 20 )  : 
   print ( i * i ) "
write a python function to print a given string n times,"def printn ( string ,  n )  : 
   print ( string  *  n ) "
write a python program that creates a dictionary whose keys are numbers from 1 to 10 and values are squares of the key,"square _ dict  =   {  } 
for i in range ( 1 ,  11 )  : 
   square _ dict [ i ]   =  i * i"
write a python class called Person that has a name property,"class Person : 
   def  _  _ init _  _  ( self ,  name )  : 
      self . name  =  name"
write a python function that takes two strings as a parameter and prints the shorter one,"def print _ shorter ( str1 ,  str2 )  : 
   if  ( len ( str1 )   >  len ( str2 )  )  : 
      print ( str2 ) 
   else : 
      print ( str1 ) "
write a program to compute the count of each word in a sentence and print it,"word _ freq  =   {  } 
line  =  'how many how words does this many have'
for word in line . split (  )  : 
   word _ freq [ word ]   =  word _ freq . get ( word ,  0 )   +  1
print ( word _ freq ) "
write a python function that squares every number in a list using a list comprehension and returns the result,"def square _ numbers ( nums )  : 
   return  [ i * i for i in nums ] "
write a python program that converts a binary number to decimal and prints it,"binary _ num  =  '1010101'
decimal _ num  =  int ( binary _ num ,  2 ) 
print ( decimal _ num ) "
write a python program that converts a octal number to octal and prints it,"octal _ num  =  '17'
decimal _ num  =  int ( octal _ num ,  8 ) 
print ( decimal _ num ) "
write a python program that converts a hexadecimal number to hexadecimal and prints it,"hexadecimal _ num  =  'FF'
decimal _ num  =  int ( hexadecimal _ num ,  16 ) 
print ( decimal _ num ) "
write a python program that alphabetically sorts the words in a sentence and prints it,"sentence  =  'the quick brown fox jumps'
sorted _ words  =  sentence . split ( ' ' ) 
sorted _ words . sort (  ) 
print ( ' ' . join ( sorted _ words )  ) "
write a python program that prints the area of a circle,"import math
radius  =  5
print ( f'Area :   { math . pi  *  radius  *  radius } ' ) "
write a python function that returns a dictionary with the area and perimeter of a rectangle,"def calculate _ rect _ properties ( width ,  height )  : 
   return  { 
      'perimeter' :  2  *   ( width  +  height )  , 
      'area' :  width  *  height
    } "
write a python program that removes all blank spaces in a sentence and prints it,"sentence  =  'the quick brown fox'
print ( sentence . replace ( ' ' ,  '' )  ) "
write a python program that prints all characters at even indexes in a sentence,"sentence  =  'the quick brown fox'
print ( sentence [  :  : 2 ]  ) "
write a python program that prints every third character in a sentence,"sentence  =  'the quick brown fox'
print ( sentence [  :  : 3 ]  ) "
write a program to remove odd numbers from a list using list comprehensions,"nums  =   [ 1 ,  2 ,  3 ,  4 ,  5 ,  6 ,  7 ,  8 ] 
no _ odd _ nums  =   [ i for i in nums if i  %  2  =  =  0 ] "
write a program to remove even numbers from a list using list comprehensions,"nums  =   [ 1 ,  2 ,  3 ,  4 ,  5 ,  6 ,  7 ,  8 ] 
no _ even _ nums  =   [ i for i in nums if i  %  2  =  =  1 ] "
write a program to print 5 random numbers between 100 and 200,"import random
print ( random . sample ( range ( 100 ,  200 )  ,  5 )  ) "
write a program to print 5 even random numbers between 10 and 100,"import random
print ( random . sample (  [ i for i in range ( 10 ,  100 )  if i % 2  =  =  0 ]  ,  5 )  ) "
write a program to print 5 odd random numbers between 100 and 200,"import random
print ( random . sample (  [ i for i in range ( 10 ,  100 )  if i % 2  =  =  1 ]  ,  5 )  ) "
write a program to print 5 random numbers divisible by 4 between 100 and 200,"import random
print ( random . sample (  [ i for i in range ( 10 ,  100 )  if i % 4  =  =  0 ]  ,  5 )  ) "
write a program that adds corresponding elements in two lists and prints a new list,"list1  =   [ 1 ,  2 ,  3 ,  4 ,  5 ] 
list2  =   [ 5 ,  4 ,  3 ,  2 ,  1 ] 
sum _ list  =   [ a + b for  ( a , b )  in zip ( list1 ,  list2 )  ] 
print ( sum _ list ) "
write a program that subtracts corresponding elements in two lists and prints a new list,"list1  =   [ 1 ,  2 ,  3 ,  4 ,  5 ] 
list2  =   [ 5 ,  4 ,  3 ,  2 ,  1 ] 
diff _ list  =   [ a - b for  ( a , b )  in zip ( list1 ,  list2 )  ] 
print ( diff _ list ) "
write a program that multiplies corresponding elements in two lists and prints a new list,"list1  =   [ 1 ,  2 ,  3 ,  4 ,  5 ] 
list2  =   [ 5 ,  4 ,  3 ,  2 ,  1 ] 
prod _ list  =   [ a * b for  ( a , b )  in zip ( list1 ,  list2 )  ] 
print ( prod _ list ) "
write a program that divides corresponding elements in two lists and prints a new list,"list1  =   [ 1 ,  2 ,  3 ,  4 ,  5 ] 
list2  =   [ 5 ,  4 ,  3 ,  2 ,  1 ] 
quot _ list  =   [ a / b for  ( a , b )  in zip ( list1 ,  list2 )  ] 
print ( quot _ list ) "
write a python program to print 5 random vowels,"import random
vowels  =   [ 'a' ,  'e' ,  'i' ,  'o' ,  'u' ] 
print (  [ random . choice ( vowels )  for  _  in range ( 5 )  ]  ) "
write a python program that creates a dictionary whose keys are numbers from 1 to 10 and values are cubes of the key,"cube _ dict  =   {  } 
for i in range ( 1 ,  11 )  : 
   cube _ dict [ i ]   =  i  *  *  3"
write a program to create a string variable and print the amount of memory it consumes,"import sys
string _ var  =  'string variable'
print ( sys . getsizeof ( string _ var )  ) "
write a python function that joins strings in a list and returns the result,"def join _ string _ parts ( str _ list )  : 
   return "" "" . join ( str _ list ) "
write a python program that reverses an integer and prints it,"num  =  12345
reversed  =  int ( str ( num )  [  :  :  - 1 ]  ) 
print ( reversed ) "
write a python program that sorts and prints a comma separated list of values,"values  =  'one , two , three , four , five'
items  =  values . split ( ' , ' ) 
items . sort (  ) 
print ( ' , ' . join ( items )  ) "
write a python program to print unique words in a sentence,"sentence  =  'the king is the one'
unique  =  set ( sentence . split ( ' ' )  ) 
print ( unique ) "
write a python program that multiplies a tuple n times and print the result,"my _ tuple  =   ( 1 ,  2 ,  3 ) 
n  =  3
print ( my _ tuple  *  3 ) "
write a python program to multiply three numbers and print the result,"num1  =  2
num2  =  4
num3  =  6
print ( num1  *  num2  *  num3 ) "
write a python program to print the sum of first n numbers,"n  =  10
sum  =  0
while n  >  0 : 
   sum  +  =  n
   n  -  =  1
print ( sum ) "
write a python program to print the factorial of a number,"num  =  5
fact  =  1
while num  >  0 : 
   fact  *  =  num
   num  -  =  1
print ( fact ) "
write a python function to return the factors of a number,"def get _ factors ( num )  : 
   factors  =   [  ] 
   for i in range ( 1 ,  num  +  1 )  : 
      if num  %  i  =  =  0 : 
         factors . append ( i ) 
   return factors"
write a python function that returns True if the product of two provided numbers is even,"def is _ prod _ even ( num1 ,  num2 )  : 
   prod  =  num1  *  num2
   return not prod  %  2"
write a python function that returns True if the sum of two provided numbers is even,"def is _ prod _ even ( num1 ,  num2 )  : 
   sum  =  num1  +  num2
   return not sum  %  2"
write a python program to print the first 5 items in a list,"my _ list  =   [ 1 ,  2 ,  3 ,  4 ,  5 ,  6 ,  7 ,  8 ,  9 ,  10 ] 
print ( my _ list [  : 5 ]  ) "
write a python program to print the last 3 items in a list,"my _ list  =   [ 1 ,  2 ,  3 ,  4 ,  5 ,  6 ,  7 ,  8 ,  9 ,  10 ] 
print ( my _ list [  - 3 :  ]  ) "
write a python program to print the items in a list apart from the first 4,"my _ list  =   [ 1 ,  2 ,  3 ,  4 ,  5 ,  6 ,  7 ,  8 ,  9 ,  10 ] 
print ( my _ list [ 4 :  ]  ) "
write a python function that makes all negative values in a list zero and returns it,"def make _ negative _ zero ( items )  : 
   return  [ 0 if item  <  0 else item for item in items ] "
write a python program to shuffle the items in a list and print it,"from random import shuffle
mylist  =   [ 1 ,  2 ,  3 ,  4 ,  5 ] 
shuffle ( mylist ) 
print ( mylist ) "
write a python program that adds the elements of a list to a set and prints the set,"my _ set  =   { 1 ,  2 ,  3 } 
my _ list  =   [ 4 ,  5 ,  6 ] 
my _ set . update ( my _ list ) 
print ( my _ set ) "
